id    ,name_en_CA                           ,name_fr_CA                           ,lat             ,lon              ,region,timeZone,compositeStation,stationType,province,city                    ,address                                            ,altitude,environment,aqhiAlgorithm,calculateHistory,forecastCentre,grouping,sortOrder
65401 ,Belleville                           ,Belleville                           ,44.150528       ,-77.3955         ,3     ,4       ,                ,1          ,6       ,Belleville              ,2 SIDNEY STREET                                    ,90.0    ,2          ,1            ,1               ,4             ,        ,33
65801 ,Chatham                              ,Chatham                              ,42.403694       ,-82.208306       ,3     ,4       ,                ,1          ,6       ,Chatam                  ,435 GRAND AVENUE W.                                ,193.0   ,1          ,1            ,1               ,4             ,        ,3
65901 ,Pickle Lake                          ,Pickle Lake                          ,51.44944        ,-90.2175         ,3     ,4       ,                ,1          ,6       ,Pickle Lake             ,PICKLE LAKE                                        ,373.0   ,6          ,             ,0               ,4             ,        ,45
66101 ,Bonner Lake                          ,Bonner Lake                          ,49.386389       ,-82.121389       ,3     ,4       ,                ,1          ,6       ,Moonbeam                ,                                                   ,245.0   ,           ,             ,0               ,4             ,        ,46
66201 ,Petawawa                             ,Petawawa                             ,45.996722       ,-77.441194       ,3     ,4       ,                ,1          ,6       ,Petawawa                ,Petawawa Research Forest Facility                  ,6.0     ,5          ,1            ,1               ,4             ,        ,37
67001 ,Milton                               ,Milton                               ,43.52965        ,-79.862449       ,3     ,4       ,                ,1          ,6       ,Milton                  ,"1120 Main St. E., Milton, ON"                     ,206.0   ,2          ,1            ,1               ,4             ,2       ,19
70118 ,City of Winnipeg Flood Pump Station  ,City of Winnipeg Flood Pump Station  ,49.93229        ,-97.11327        ,4     ,5       ,                ,1          ,7       ,Winnipeg                ,JEFFERSON & SCOTIA                                 ,231.0   ,2          ,1            ,1               ,5             ,        ,40
70119 ,Winnipeg - 65 Ellen Street           ,Winnipeg - 65 Ellen Street           ,49.89795        ,-97.14665        ,4     ,5       ,                ,1          ,7       ,Winnipeg                ,65 ELLEN STREET                                    ,230.0   ,1          ,1            ,1               ,5             ,        ,41
70203 ,Assiniboine Comm. College            ,Assiniboine Comm. College            ,49.84225        ,-99.919          ,4     ,5       ,                ,1          ,7       ,Brandon                 ,1430 VICTORIA AVENUE EAST                          ,395.5   ,2          ,1            ,1               ,5             ,        ,42
70301 ,Flin Flon                            ,Flin Flon                            ,54.768525       ,-101.877657      ,4     ,5       ,                ,1          ,7       ,Flin Flon               ,143 MAIN STREET                                    ,333.0   ,1          ,             ,0               ,5             ,        ,53
70501 ,Thompson                             ,Thompson                             ,55.747194       ,-97.873528       ,4     ,5       ,                ,1          ,7       ,Thompson                ,                                                   ,222.0   ,2          ,             ,0               ,5             ,        ,62
80110 ,Regina                               ,Regina                               ,50.45017        ,-104.61722       ,4     ,8       ,                ,1          ,8       ,Regina                  ,2505 11TH. AVENUE                                  ,        ,1          ,1            ,1               ,5             ,        ,46
80211 ,Corman Park                          ,Corman Park                          ,52.13613        ,-106.66293       ,4     ,8       ,                ,1          ,8       ,Saskatoon               ,511 1ST AVENUE NORTH                               ,        ,1          ,1            ,1               ,5             ,        ,44
80402 ,Prince Albert                        ,Prince Albert                        ,53.201694       ,-105.75203       ,4     ,8       ,                ,1          ,8       ,Prince Albert           ,63 - 12th STREET EAST                              ,        ,1          ,1            ,1               ,5             ,        ,43
80502 ,Estevan                              ,Estevan                              ,49.13235        ,-102.98499       ,4     ,8       ,                ,1          ,8       ,Estevan                 ,530 1A street                                      ,563.0   ,2          ,1            ,1               ,5             ,        ,48
80901 ,Bratt's Lake                         ,Bratt's Lake                         ,50.2027777777778,-104.204166666667,4     ,8       ,                ,1          ,8       ,Bratt's Lake            ,RADIATION OBSERVATORY                              ,592.0   ,4          ,             ,0               ,5             ,        ,47
81001 ,Speedy Creek                         ,Speedy Creek                         ,50.285833       ,-107.81689       ,4     ,8       ,                ,1          ,8       ,Swift Current           ,1200 Begg Street West                              ,760.0   ,1          ,1            ,1               ,5             ,        ,45
82001 ,Pinehouse Lake                       ,Pinehouse Lake                       ,55.50333        ,-106.72167       ,4     ,8       ,                ,1          ,8       ,                        ,                                                   ,404.0   ,5          ,             ,0               ,5             ,        ,55
90120 ,Edmonton South                       ,Edmonton - sud                       ,53.50022        ,-113.526         ,4     ,6       ,                ,1          ,9       ,Edmonton                ,6240 113 STREET                                    ,680.0   ,2          ,1            ,1               ,6             ,        ,23
90121 ,Edmonton East                        ,Edmonton - est                       ,53.5475         ,-113.366666666667,4     ,6       ,                ,1          ,9       ,Edmonton                ,17 STREET & 105 AVENUE                             ,674.0   ,3          ,1            ,1               ,6             ,        ,22
90130 ,Edmonton Central                     ,Edmonton - centre                    ,53.54449        ,-113.49893       ,4     ,6       ,                ,1          ,9       ,Edmonton                ,10255 - 104TH STREET                               ,671.5   ,1          ,1            ,1               ,6             ,        ,21
90133 ,Woodcroft                            ,Woodcroft                            ,53.564411       ,-113.562583      ,4     ,6       ,                ,1          ,9       ,Edmonton                ,13915 - 115 Ave NW Edmonton                        ,670.0   ,2          ,1            ,1               ,6             ,        ,24
90134 ,Sherwood Park                        ,Sherwood Park                        ,53.53209        ,-113.32098       ,4     ,6       ,                ,1          ,9       ,Sherwood Park           ,                                                   ,712.0   ,2          ,1            ,1               ,6             ,        ,25
90135 ,Ardrossan                            ,Ardrossan                            ,53.55469        ,-113.1449        ,4     ,6       ,                ,1          ,9       ,Ardrossan               ,                                                   ,710.0   ,2          ,1            ,1               ,6             ,        ,26
90136 ,St. Albert                           ,St. Albert                           ,53.6269722      ,-113.6119166     ,4     ,6       ,                ,1          ,9       ,St. Albert              ,                                                   ,694.0   ,2          ,1            ,1               ,6             ,        ,20
90222 ,Calgary Northwest                    ,Calgary - nord-ouest                 ,51.0802777777778,-114.143055555556,4     ,6       ,                ,1          ,9       ,Calgary                 ,39 ST. & 29 AVE. N.W.                              ,1123.5  ,2          ,1            ,1               ,6             ,        ,34
90228 ,Calgary Central                      ,Calgary - centre                     ,51.0476111111111,-114.075166666667,4     ,6       ,                ,1          ,9       ,Calgary                 ,620 7th Ave South-West                             ,1050.0  ,1          ,1            ,1               ,6             ,        ,35
90229 ,Calgary Southeast                    ,Calgary - sud-est                    ,50.955122       ,-113.969742      ,4     ,6       ,                ,1          ,9       ,Calgary                 ,4700 110 Avenue SE                                 ,1032.0  ,3          ,1            ,1               ,6             ,        ,36
90250 ,Airdrie                              ,Airdrie                              ,51.26808        ,-114.03779       ,4     ,6       ,                ,1          ,9       ,Airdrie                 ,Chinook Winds Park                                 ,1089.0  ,6          ,1            ,1               ,6             ,        ,33
90302 ,Red Deer - Riverside Drive           ,Red Deer - Riverside Drive           ,52.2988888888889,-113.794166666667,4     ,6       ,                ,1          ,9       ,Red Deer                ,73 STREET & RIVERSIDE DRIVE                        ,862.5   ,1          ,1            ,1               ,6             ,        ,31
90304 ,Red Deer - Lancaster                 ,Red Deer - Lancaster                 ,52.24095        ,-113.765439      ,4     ,6       ,                ,1          ,9       ,Red Deer                ,11 Lancaster Drive                                 ,907.0   ,2          ,1            ,1               ,6             ,        ,30
90402 ,Crescent Heights                     ,Crescent Heights                     ,50.05325        ,-110.68849       ,4     ,6       ,                ,1          ,9       ,Medicine Hat            ,12th ST NW & Division Ave.                         ,713.5   ,2          ,1            ,1               ,6             ,        ,38
90502 ,Lethbridge                           ,Lethbridge                           ,49.71611        ,-112.80042       ,4     ,6       ,                ,1          ,9       ,Lethbridge              ,                                                   ,0.0     ,2          ,1            ,1               ,6             ,        ,37
90601 ,Fort Saskatchewan                    ,Fort Saskatchewan                    ,53.71           ,-113.222222222222,4     ,6       ,                ,1          ,9       ,Fort Saskatchewan       ,9209A-96 Ave                                       ,633.8   ,2          ,1            ,1               ,6             ,        ,16
90602 ,Range Road 220                       ,Range Road 220                       ,53.75236        ,-113.12589       ,4     ,6       ,                ,1          ,9       ,Fort Saskatchewan       ,RGE RD 220 & RIVER ROAD                            ,630.0   ,4          ,             ,0               ,6             ,        ,57
90603 ,Ross Creek                           ,Ross Creek                           ,53.71622        ,-113.19994       ,4     ,6       ,                ,1          ,9       ,Fort Saskatchewan       ,100 AVE EAST OF 109ST.                             ,621.0   ,3          ,             ,0               ,6             ,        ,59
90604 ,Scotford                             ,Scotford                             ,53.7914156      ,-113.078667      ,4     ,6       ,                ,1          ,9       ,Fort Saskatchewan       ,RGE RD 214 TWP RD 560                              ,653.0   ,6          ,             ,0               ,6             ,        ,60
90606 ,Bruderheim                           ,Bruderheim                           ,53.800119       ,-112.927797      ,4     ,6       ,                ,1          ,9       ,Bruderheim              ,                                                   ,        ,2          ,1            ,1               ,6             ,        ,17
90607 ,Gibbons                              ,Gibbons                              ,53.827241       ,-113.327174      ,4     ,6       ,                ,1          ,9       ,Gibbons                 ,Behind 4807 50 Ave                                 ,673.0   ,2          ,1            ,1               ,6             ,        ,15
90608 ,Redwater                             ,Redwater                             ,53.951834       ,-113.105857      ,4     ,6       ,                ,1          ,9       ,Redwater                ,4704 49th Avenue                                   ,627.0   ,2          ,1            ,1               ,6             ,        ,58
90701 ,Athabasca Valley                     ,Vallée de l'Athabasca                ,56.7328         ,-111.3902        ,4     ,6       ,                ,1          ,9       ,Fort McMurray           ,FRANKLIN AVENUE                                    ,264.0   ,2          ,1            ,1               ,6             ,        ,7
90702 ,Patricia McInnes                     ,Patricia McInnes                     ,56.7522222222222,-111.476111111111,4     ,6       ,                ,1          ,9       ,Fort McMurray           ,TIMBERLEA SUBDIVISION                              ,359.0   ,2          ,1            ,1               ,6             ,        ,8
90801 ,Fort McKay                           ,Fort McKay                           ,57.189406       ,-111.640504      ,4     ,6       ,                ,1          ,9       ,Fort McKay              ,MAIN STREET                                        ,276.0   ,2          ,1            ,1               ,6             ,        ,5
90806 ,Syncrude UE1                         ,Syncrude UE1                         ,57.1492         ,-111.6424        ,4     ,6       ,                ,1          ,9       ,Fort McKay              ,                                                   ,346.0   ,5          ,1            ,0               ,6             ,        ,6
91001 ,Esther                               ,Esther                               ,51.6666666667   ,-110.2           ,4     ,6       ,                ,1          ,9       ,Esther                  ,                                                   ,        ,6          ,             ,0               ,6             ,        ,52
91101 ,Elk Island National Park             ,Parc national Elk Island             ,53.68233        ,-112.86822       ,4     ,6       ,                ,1          ,9       ,Elk Island              ,NATIONAL PARK                                      ,717.0   ,6          ,1            ,1               ,6             ,        ,18
91301 ,Tomahawk                             ,Tomahawk                             ,53.37255        ,-114.76835       ,4     ,6       ,                ,1          ,9       ,Tomahawk                ,SE 2 51 6 W5                                       ,802.0   ,4          ,1            ,1               ,6             ,        ,27
91401 ,Violet Grove                         ,Violet Grove                         ,53.1422222222222,-115.138055555556,4     ,6       ,                ,1          ,9       ,Violet Grove            ,SE 17 48 08 W5                                     ,1002.0  ,4          ,             ,0               ,6             ,        ,63
91501 ,Beaverlodge                          ,Beaverlodge                          ,55.1969444444445,-119.394444444444,4     ,6       ,                ,1          ,9       ,Beaverlodge             ,BEAVERLODGE RESEARCH FARM                          ,766.5   ,4          ,1            ,1               ,6             ,        ,9
91601 ,Carrot Creek                         ,Carrot Creek                         ,53.6072222222222,-115.876944444444,4     ,6       ,                ,1          ,9       ,Carrot Creek            ,SE 31 53 13 W5                                     ,802.0   ,4          ,             ,0               ,6             ,        ,50
91701 ,Steeper                              ,Steeper                              ,53.1325         ,-117.091111111111,4     ,6       ,                ,1          ,9       ,Steeper                 ,NE 12 48 22 W5                                     ,1402.0  ,5          ,1            ,0               ,6             ,        ,29
91801 ,Fort Chipewyan                       ,Fort Chipewyan                       ,58.7            ,-111.133333333333,4     ,6       ,                ,1          ,9       ,Fort Chipewyan          ,FORT CHIPEWYAN                                     ,240.0   ,6          ,1            ,1               ,6             ,        ,4
91901 ,Caroline                             ,Caroline                             ,51.95           ,-114.7           ,4     ,6       ,                ,1          ,9       ,Caroline                ,16-30-034-5 W5                                     ,1142.0  ,4          ,1            ,0               ,6             ,        ,32
92001 ,Grande Prairie - Henry Pirker Station,Grande Prairie - Henry Pirker Station,55.1767         ,-118.8063        ,4     ,6       ,                ,1          ,9       ,Grande Prairie          ,10327 - 107 AVENUE                                 ,663.0   ,2          ,1            ,1               ,6             ,        ,10
92201 ,Lamont County                        ,Comté de Lamont                      ,53.7603611      ,-112.8801667     ,4     ,6       ,                ,1          ,9       ,Lamont                  ,RGE RD 203 & TWP RD 550                            ,772.0   ,4          ,1            ,1               ,6             ,        ,19
92601 ,Breton                               ,Breton                               ,53.090299       ,-114.460608      ,4     ,6       ,                ,1          ,9       ,Breton                  ,Highway 20                                         ,905.0   ,2          ,             ,0               ,6             ,        ,49
92801 ,Drayton Valley                       ,Drayton Valley                       ,53.2196         ,-114.9718        ,4     ,6       ,                ,1          ,9       ,                        ,                                                   ,863.0   ,           ,             ,0               ,6             ,        ,51
92901 ,Edson                                ,Edson                                ,53.5874         ,-116.4306        ,4     ,6       ,                ,1          ,9       ,                        ,                                                   ,894.0   ,           ,1            ,0               ,6             ,        ,14
93101 ,Genesee                              ,Genesee                              ,53.3016         ,-114.2211        ,4     ,6       ,                ,1          ,9       ,Thorsby                 ,Range Road 15                                      ,772.0   ,2          ,1            ,1               ,6             ,        ,28
93202 ,Hinton                               ,Hinton                               ,53.4273011      ,-117.544067      ,4     ,6       ,                ,1          ,9       ,Hinton                  ,                                                   ,984.0   ,2          ,1            ,1               ,6             ,        ,13
93801 ,Meadows                              ,Meadows                              ,53.53           ,-114.6361        ,4     ,6       ,                ,1          ,9       ,Warburg                 ,Range Road 34                                      ,753.0   ,4          ,             ,0               ,6             ,        ,54
93901 ,Power                                ,Power                                ,53.633          ,-114.4199        ,4     ,6       ,                ,1          ,9       ,Thorsby                 ,Range Road 11                                      ,704.0   ,4          ,             ,0               ,6             ,        ,56
94202 ,Wagner 2                             ,Wagner 2                             ,53.493889       ,-114.449722      ,4     ,6       ,                ,1          ,9       ,                        ,                                                   ,760.0   ,4          ,             ,0               ,6             ,        ,64
94301 ,Cold Lake South                      ,Cold Lake South                      ,54.458          ,-110.174         ,4     ,6       ,                ,1          ,9       ,Bonnyville              ,5105-50th Avenue                                   ,712.0   ,           ,1            ,1               ,6             ,        ,11
94401 ,St. Lina                             ,St. Lina                             ,54.216472       ,-111.502639      ,4     ,6       ,                ,1          ,9       ,                        ,                                                   ,        ,4          ,1            ,1               ,6             ,        ,12
100103,New Westminster                      ,New Westminster                      ,49.227045       ,-122.894487      ,5     ,7       ,                ,1          ,10      ,New Westminster         ,"351 E. Columbia Street, New Westminster, BC"      ,45.0    ,2          ,1            ,1               ,7             ,1       ,
100110,Kensington Park                      ,Kensington Park                      ,49.2794444444444,-122.971111111111,5     ,7       ,                ,1          ,10      ,GVRD - Burnaby          ,6400 E. HASTINGS & KENSINGTON                      ,137.0   ,2          ,1            ,1               ,7             ,1       ,
100111,Rocky Pt. Park                       ,Rocky Pt. Park                       ,49.28083        ,-122.84917       ,5     ,7       ,                ,1          ,10      ,GVRD - Port Moody       ,MOODY & ESPLANADE PORT MOODY                       ,18.0    ,3          ,1            ,1               ,7             ,1       ,
100112,Robson Square                        ,Robson Square                        ,49.28222        ,-123.12119       ,5     ,7       ,                ,1          ,10      ,GVRD - Vancouver        ,ROBSON/HORNBY                                      ,57.0    ,1          ,             ,0               ,7             ,1       ,
100118,Kitsilano                            ,Kitsilano                            ,49.26167        ,-123.16333       ,5     ,7       ,                ,1          ,10      ,GVRD - Vancouver        ,2550 WEST 10TH AVENUE                              ,67.0    ,2          ,1            ,1               ,7             ,1       ,
100119,Burnaby South                        ,Burnaby South                        ,49.21528        ,-122.98556       ,5     ,7       ,                ,1          ,10      ,GVRD - Burnaby          ,5455 RUMBLE STREET                                 ,160.0   ,2          ,1            ,1               ,7             ,1       ,
100121,Second Narrows                       ,Second Narrows                       ,49.30167        ,-123.02028       ,5     ,7       ,                ,1          ,10      ,GVRD - Vancouver        ,75 RIVERSIDE DR. N. VANCOUVER                      ,18.0    ,2          ,             ,0               ,7             ,1       ,
100125,North Delta                          ,North Delta                          ,49.1583333333333,-122.901666666667,5     ,7       ,                ,1          ,10      ,GVRD - Delta            ,8544 116TH AVE. DELTA                              ,115.0   ,2          ,1            ,1               ,7             ,1       ,
100126,Burnaby Mountain                     ,Burnaby Mountain                     ,49.27972        ,-122.92222       ,5     ,7       ,                ,1          ,10      ,GVRD - Burnaby          ,RING ROAD BURNABY                                  ,364.0   ,2          ,             ,0               ,7             ,1       ,
100127,Surrey East                          ,Surrey East                          ,49.1327777777778,-122.69417       ,5     ,7       ,                ,1          ,10      ,GVRD - Surrey           ,19000 & 72ND AVE. SURREY                           ,83.0    ,2          ,1            ,1               ,7             ,1       ,
100128,Richmond South                       ,Richmond South                       ,49.1416666666667,-123.108055555556,5     ,7       ,                ,1          ,10      ,GVRD - Richimond        ,WILLIAMS & ARAGON RICHMOND                         ,18.0    ,2          ,1            ,1               ,7             ,1       ,
100132,Mahon Park                           ,Mahon Park                           ,49.3238888888889,-123.08361       ,5     ,7       ,                ,1          ,10      ,GVRD - Vancouver        ,16TH ST. & JONES AVE NORTH VAN                     ,95.0    ,2          ,1            ,1               ,7             ,1       ,
100134,Vancouver Intl. Airport              ,Vancouver Intl. Airport              ,49.1863888888889,-123.15222       ,5     ,7       ,                ,1          ,10      ,GVRD - Richmond         ,3153 TEMPLETON STREET                              ,14.0    ,2          ,1            ,1               ,7             ,1       ,
100135,Coquitlam                            ,Coquitlam                            ,49.2880555555556,-122.79139       ,5     ,7       ,                ,1          ,10      ,GVRD - Coquitlam        ,1250 PINETREE WAY                                  ,76.0    ,2          ,             ,1               ,7             ,1       ,
100138,Horsheshoe Bay                       ,Horsheshoe Bay                       ,49.36806        ,-123.27639       ,5     ,7       ,                ,1          ,10      ,GVRD - Vancouver West   ,6350 MARINE DRIVE                                  ,34.0    ,2          ,             ,0               ,7             ,1       ,
100140,Tsawwassen                           ,Tsawwassen                           ,49.009869       ,-123.082017      ,5     ,7       ,                ,1          ,10      ,GVRD - Vancouver        ,                                                   ,52.0    ,           ,1            ,0               ,7             ,1       ,
100202,Prince George Plaza 400              ,Prince George Plaza 400              ,53.9147222222222,-122.741944444444,5     ,7       ,                ,1          ,10      ,Prince George           ,1011 4TH AVENUE                                    ,605.0   ,1          ,1            ,1               ,7             ,2       ,
100203,Prince George BC Rail Warehouse      ,Prince George BC Rail Warehouse      ,53.8711111111111,-122.743611111111,5     ,7       ,                ,1          ,10      ,Prince George           ,1108 INDUSTRIAL WAY                                ,595.0   ,1          ,             ,0               ,7             ,2       ,
100205,Prince George Gladstone School       ,Prince George Gladstone School       ,53.8583333333333,-122.760833333333,5     ,7       ,                ,1          ,10      ,Prince George           ,GLADSTONE SCHOOL                                   ,588.0   ,2          ,             ,0               ,7             ,2       ,
100206,Prince George Lakewood               ,Prince George Lakewood               ,53.9155555555556,-122.795833333333,5     ,7       ,                ,1          ,10      ,Prince George           ,LAKEWOOD                                           ,584.0   ,2          ,             ,0               ,7             ,2       ,
100212,Prince George Marsulex Acid Plant    ,Prince George Marsulex Acid Plant    ,53.8416         ,-122.7344        ,5     ,7       ,                ,1          ,10      ,Prince George           ,                                                   ,604.0   ,3          ,             ,0               ,7             ,2       ,
100213,Prince George Denicola Ranch         ,Prince George Denicola Ranch         ,53.9353         ,-122.6814        ,5     ,7       ,                ,1          ,10      ,Prince George           ,                                                   ,581.0   ,5          ,             ,0               ,7             ,2       ,
100214,Prince George Exploration Place      ,Prince George Exploration Place      ,53.9053         ,-122.7344        ,5     ,7       ,                ,1          ,10      ,Prince George           ,                                                   ,576.0   ,2          ,             ,0               ,7             ,2       ,
100304,Victoria Topaz                       ,Victoria Topaz                       ,48.4425         ,-123.362777777778,5     ,7       ,                ,1          ,10      ,Victoria                ,923 TOPAZ                                          ,27.0    ,1          ,1            ,1               ,7             ,2       ,
100308,Colwood City Hall                    ,Colwood City Hall                    ,48.4238888888889,-123.492777777778,5     ,7       ,                ,1          ,10      ,Victoria                ,3300 WISHART ROAD                                  ,2.0     ,1          ,1            ,1               ,7             ,2       ,
100312,Esquimalt Graving Dock               ,Esquimalt Graving Dock               ,48.4374         ,-123.422         ,5     ,7       ,                ,1          ,10      ,Esquimalt               ,825 Admirals Road                                  ,23.0    ,3          ,             ,0               ,7             ,2       ,
100401,Kamloops Federal Building            ,Kamloops Federal Building            ,50.6741666666667,-120.332777777778,5     ,7       ,                ,1          ,10      ,Kamloops                ,317 SEYMOUR ST.                                    ,304.0   ,1          ,1            ,1               ,7             ,2       ,
100701,Kelowna College                      ,Kelowna College                      ,49.8611111111111,-119.475         ,5     ,7       ,                ,1          ,10      ,Kelowna                 ,3333 COLLEGE WAY                                   ,307.0   ,1          ,1            ,1               ,7             ,2       ,
101003,Central Abbotsford                   ,Central Abbotsford                   ,49.0427777777778,-122.309722222222,5     ,7       ,                ,1          ,10      ,GVRD - Abbotsford       ,32995 BEVAN AVE.                                   ,84.0    ,2          ,1            ,1               ,7             ,1       ,
101005,Abbotsford Airport                   ,Abbotsford Airport                   ,49.021506       ,-122.326556      ,5     ,7       ,                ,1          ,10      ,Abbotsford              ,1073 Columbia St                                   ,64.6    ,4          ,1            ,1               ,7             ,1       ,
101101,Chilliwack Airport                   ,Chilliwack Airport                   ,49.1561111111111,-121.940555555556,5     ,7       ,                ,1          ,10      ,GVRD-Chilliwack         ,46244 AIRPORT ROAD                                 ,14.0    ,2          ,1            ,1               ,7             ,1       ,
101202,Pitt Meadows                         ,Pitt Meadows                         ,49.2452777777778,-122.70889       ,5     ,7       ,                ,1          ,10      ,Pitt Meadows            ,18477 DEWDNY TRUNK                                 ,24.0    ,2          ,1            ,1               ,7             ,1       ,
101301,Langley Central                      ,Langley Central                      ,49.0961111111111,-122.566388888889,5     ,7       ,                ,1          ,10      ,Langley                 ,23752 52ND AVENUE                                  ,86.0    ,6          ,1            ,1               ,7             ,1       ,
101401,Hope Airport                         ,Hope Airport                         ,49.3697222222222,-121.499444444444,5     ,7       ,                ,1          ,10      ,Hope                    ,62715 AIRPORT ROAD                                 ,135.0   ,6          ,1            ,1               ,7             ,1       ,
101501,Maple Ridge                          ,Maple Ridge                          ,49.2147222222222,-122.581944444444,5     ,7       ,                ,1          ,10      ,Maple Ridge             ,23124 118TH AVENUE                                 ,104.0   ,2          ,             ,1               ,7             ,1       ,
101603,Squamish Elementary                  ,Squamish Elementary                  ,49.70516        ,-123.15133       ,5     ,7       ,                ,1          ,10      ,Squamish                ,38370 Buckley Ave                                  ,6.0     ,2          ,1            ,1               ,7             ,        ,
101701,Quesnel Senior Secondary             ,Quesnel Senior Secondary             ,52.8194444444444,-122.491666666667,5     ,7       ,                ,1          ,10      ,Quesnel                 ,585 CALLANAN STREET                                ,505.0   ,2          ,1            ,1               ,7             ,2       ,
101702,Quesnel Maple Drive                  ,Quesnel Maple Drive                  ,52.9630555555556,-122.450555555556,5     ,7       ,                ,1          ,10      ,Quesnel                 ,950 MOUNTAIN ASH ROAD                              ,461.0   ,2          ,             ,0               ,7             ,2       ,
101704,Quesnel West Correlieu School        ,Quesnel West Correlieu School        ,52.9664         ,-122.5167        ,5     ,7       ,                ,1          ,10      ,Quesnel                 ,CORRELIEU SCHOOL                                   ,        ,2          ,             ,0               ,7             ,2       ,
101801,Creston PC School                    ,Creston PC School                    ,49.0944444444444,-116.5125        ,5     ,7       ,                ,1          ,10      ,creston                 ,PRINCE CHARLES SECONDARY SCHOOL                    ,614.0   ,2          ,             ,0               ,7             ,2       ,
101904,Cranbrook Muriel Baxter              ,Cranbrook Muriel Baxter              ,49.507103       ,-115.753682      ,5     ,6       ,                ,1          ,10      ,Cranbrook               ,"3rd st. s, 20 ave s, Cranbrook, BC"               ,941.0   ,2          ,1            ,1               ,7             ,2       ,
102001,Saturna                              ,Saturna                              ,48.7833333333333,-123.133333333333,5     ,7       ,                ,1          ,10      ,Saturna                 ,SATURNA                                            ,181.0   ,5          ,             ,0               ,7             ,        ,
102102,Nanaimo Labieux Road                 ,Nanaimo Labieux Road                 ,49.2008333333333,-123.993888888889,5     ,7       ,                ,1          ,10      ,Nanaimo                 ,280 LABIEUX ROAD                                   ,132.0   ,2          ,1            ,1               ,7             ,2       ,
102103,Harmac                               ,Harmac                               ,49.0991         ,-123.8519        ,5     ,7       ,                ,1          ,10      ,Nanaimo                 ,CEDAR 7 WOOBANK RD                                 ,        ,2          ,             ,0               ,7             ,2       ,
102201,Butler Park                          ,Butler Park                          ,49.0955555555556,-117.697222222222,5     ,7       ,                ,1          ,10      ,Trail                   ,BUTLER PARK                                        ,490.0   ,2          ,             ,0               ,7             ,2       ,
102301,Powell River Cranberry Lake          ,Powell River Cranberry Lake          ,49.875          ,-124.516666666667,5     ,7       ,                ,1          ,10      ,Powell River            ,WILDLIFE SANCTUARY                                 ,        ,2          ,             ,0               ,7             ,2       ,
102302,Powell River Wildwood                ,Powell River Wildwood                ,49.8875         ,-124.558333333333,5     ,7       ,                ,1          ,10      ,Powell River            ,WILDWOOD MOTORS                                    ,        ,1          ,             ,0               ,7             ,2       ,
102303,Powell River James Thompson School   ,Powell River James Thompson School   ,49.8991         ,-124.5625        ,5     ,7       ,                ,1          ,10      ,Powell River            ,                                                   ,140.0   ,           ,             ,0               ,7             ,2       ,
102401,Smithers                             ,Smithers                             ,54.7830555555556,-127.1775        ,5     ,7       ,                ,1          ,10      ,Smithers                ,4020 BROADWAY AVENUE                               ,485.0   ,2          ,1            ,0               ,7             ,2       ,
102501,Terrace BC Access Centre             ,Terrace BC Access Centre             ,54.5183333333333,-128.5975        ,5     ,7       ,                ,1          ,10      ,Terrace                 ,104 - 3220 EBY STREET                              ,510.0   ,2          ,             ,0               ,7             ,2       ,
102503,Terrace Skeena Middle School         ,Terrace Skeena Middle School         ,54.521667       ,-128.6075        ,5     ,7       ,                ,1          ,10      ,Terrace                 ,3411 Munroe Street                                 ,81.0    ,2          ,1            ,1               ,7             ,2       ,
102602,Port Alberni Elementary              ,Port Alberni Elementary              ,49.2608         ,-124.8056        ,5     ,7       ,                ,1          ,10      ,Port Alberni            ,4645 Helen Street                                  ,17.0    ,           ,             ,0               ,7             ,2       ,
102701,Williams Lake Columneetza School     ,Williams Lake Columneetza School     ,52.1416666666667,-122.152777777778,5     ,7       ,                ,1          ,10      ,Williams Lake           ,1045 WESTERN AVENUE                                ,664.0   ,2          ,1            ,1               ,7             ,2       ,
102706,Williams Lake CRD Library            ,Williams Lake CRD Library            ,52.1308333333333,-122.142222222222,5     ,7       ,                ,1          ,10      ,Williams Lake           ,180 NORTH 3RD AVE                                  ,        ,2          ,             ,0               ,7             ,2       ,
102801,Elk Falls Dogwood                    ,Elk Falls Dogwood                    ,50.0166666666667,-125.247222222222,5     ,7       ,                ,1          ,10      ,Campbell River          ,ADJACENT TO 660 WESTMERE                           ,65.0    ,2          ,1            ,0               ,7             ,2       ,
103202,Golden Helipad                       ,Golden Helipad                       ,51.2975         ,-116.9667        ,5     ,7       ,                ,1          ,10      ,Golden                  ,835 9TH AVENUE SOUTH                               ,780.0   ,2          ,             ,0               ,7             ,2       ,
103302,Nelson Kutenai Place                 ,Nelson Kutenai Place                 ,49.4908333333333,-117.295277777778,5     ,7       ,                ,1          ,10      ,Nelson                  ,333 Victoria Street                                ,        ,2          ,             ,0               ,7             ,2       ,
103402,Revelstoke                           ,Revelstoke                           ,50.9872222222222,-118.188333333333,5     ,7       ,                ,1          ,10      ,Revelstoke              ,402 DOWNIE STREET                                  ,1504.0  ,2          ,             ,0               ,7             ,2       ,
103502,Castlegar Zinio Park                 ,Castlegar Zinio Park                 ,49.3183         ,-117.6692        ,5     ,7       ,                ,1          ,10      ,Castlegar               ,801 9th Avenue                                     ,407.0   ,2          ,1            ,1               ,7             ,2       ,
