id    ,name_en_CA                           ,name_fr_CA                           ,lat   ,lon     ,province,city                    ,address
101704,Quesnel West Correlieu School        ,Quesnel West Correlieu School        ,52.966,-122.517,10      ,Quesnel                 ,CORRELIEU SCHOOL
101801,Creston PC School                    ,Creston PC School                    ,49.094,-116.513,10      ,creston                 ,PRINCE CHARLES SECONDARY SCHOOL
101904,Cranbrook Muriel Baxter              ,Cranbrook Muriel Baxter              ,49.507,-115.754,10      ,Cranbrook               ,"3rd st. s, 20 ave s, Cranbrook, BC"
102001,Saturna                              ,Saturna                              ,48.783,-123.133,10      ,Saturna                 ,SATURNA
102102,Nanaimo Labieux Road                 ,Nanaimo Labieux Road                 ,49.201,-123.994,10      ,Nanaimo                 ,280 LABIEUX ROAD
102103,Harmac                               ,Harmac                               ,49.099,-123.852,10      ,Nanaimo                 ,CEDAR 7 WOOBANK RD
102201,Butler Park                          ,Butler Park                          ,49.096,-117.697,10      ,Trail                   ,BUTLER PARK
102301,Powell River Cranberry Lake          ,Powell River Cranberry Lake          ,49.875,-124.517,10      ,Powell River            ,WILDLIFE SANCTUARY
102302,Powell River Wildwood                ,Powell River Wildwood                ,49.888,-124.558,10      ,Powell River            ,WILDWOOD MOTORS
102303,Powell River James Thompson School   ,Powell River James Thompson School   ,49.899,-124.563,10      ,Powell River            ,
102401,Smithers                             ,Smithers                             ,54.783,-127.178,10      ,Smithers                ,4020 BROADWAY AVENUE
102501,Terrace BC Access Centre             ,Terrace BC Access Centre             ,54.518,-128.598,10      ,Terrace                 ,104 - 3220 EBY STREET
102503,Terrace Skeena Middle School         ,Terrace Skeena Middle School         ,54.522,-128.608,10      ,Terrace                 ,3411 Munroe Street
102602,Port Alberni Elementary              ,Port Alberni Elementary              ,49.261,-124.806,10      ,Port Alberni            ,4645 Helen Street
102701,Williams Lake Columneetza School     ,Williams Lake Columneetza School     ,52.142,-122.153,10      ,Williams Lake           ,1045 WESTERN AVENUE
102706,Williams Lake CRD Library            ,Williams Lake CRD Library            ,52.131,-122.142,10      ,Williams Lake           ,180 NORTH 3RD AVE
102801,Elk Falls Dogwood                    ,Elk Falls Dogwood                    ,50.017,-125.247,10      ,Campbell River          ,ADJACENT TO 660 WESTMERE
103202,Golden Helipad                       ,Golden Helipad                       ,51.298,-116.967,10      ,Golden                  ,835 9TH AVENUE SOUTH
103302,Nelson Kutenai Place                 ,Nelson Kutenai Place                 ,49.491,-117.295,10      ,Nelson                  ,333 Victoria Street
103402,Revelstoke                           ,Revelstoke                           ,50.987,-118.188,10      ,Revelstoke              ,402 DOWNIE STREET
103502,Castlegar Zinio Park                 ,Castlegar Zinio Park                 ,49.318,-117.669,10      ,Castlegar               ,801 9th Avenue
103601,Agassiz                              ,Agassiz                              ,49.238,-121.762,10      ,Agassiz                 ,7170 Cheam Ave
103702,Pine River Gas Plant                 ,Pine River Gas Plant                 ,55.575,-121.921,10      ,Pine River              ,Gas Plant Site
103704,Pine River Hasler                    ,Pine River Hasler                    ,55.606,-121.972,10      ,Hasler Flat             ,
103901,Kitimat Riverlodge                   ,Kitimat Riverlodge                   ,54.056,-128.674,10      ,Kitimat                 ,653 COLUMBIA STREET
103902,Kitimat Haul Road                    ,Kitimat Haul Road                    ,54.030,-128.702,10      ,Kitimat                 ,Haulage Road
103904,Kitimat Whitesail                    ,Kitimat Whitesail                    ,54.068,-128.640,10      ,Kitimat                 ,1332 Lahakas Blvd N
103905,Kitimat Haisla Village               ,Kitimat Haisla Village               ,53.973,-128.650,10      ,Kitimat                 ,
103906,Kitimat Rio Tinto Alcan              ,Kitimat Rio Tinto Alcan              ,54.019,-128.704,10      ,Kitimat                 ,
104003,Vernon Science Centre                ,Vernon Science Centre                ,50.258,-119.267,10      ,Vernon                  ,2704 HIGHWAY 6
104101,Grand Forks City Hall                ,Grand Forks City Hall                ,49.033,-118.433,10      ,Grand Forks             ,CITY HALL
104301,Taylor Townsite                      ,Taylor Townsite                      ,56.151,-120.686,10      ,Taylor                  ,MCMAHON COMPLEX
104302,Taylor South Hill                    ,Taylor South Hill                    ,56.106,-120.663,10      ,Taylor                  ,Pingle Creek Road
104303,Bessborough 237 Road                 ,Bessborough 237 Road                 ,55.792,-120.484,10      ,Bessborough             ,237 Road
104304,Farmington Community Hall            ,Farmington Community Hall            ,55.913,-120.532,10      ,Farmington              ,4794 parkland Road
104305,Tomslake 197 Road East               ,Tomslake 197 Road East               ,55.590,-120.086,10      ,Tomslake                ,Tomslake 197 Road East
104601,Telkwa                               ,Telkwa                               ,54.691,-127.055,10      ,Telkwa                  ,1304 BIRCH STREET
104801,Duncan Deykin Avenue                 ,Duncan Deykin Avenue                 ,48.803,-123.645,10      ,Duncan                  ,6364 DEYKIN AVENUE
104804,Duncan College Street                ,Duncan College Street                ,48.786,-123.717,10      ,Duncan                  ,1050 College Street
105001,Whistler Meadow Park                 ,Whistler Meadow Park                 ,50.144,-122.961,10      ,Whisler                 ,MEADOW PARK
105101,Houston Firehall                     ,Houston Firehall                     ,54.400,-126.646,10      ,Houston                 ,FIREHALL
105201,Burns Lake Fire Centre               ,Burns Lake Fire Centre               ,54.233,-125.764,10      ,Burns Lake              ,FIRE CENTRE
105301,Langdale Elementary                  ,Langdale Elementary                  ,49.442,-123.492,10      ,Langdale                ,FORRES ROAD
105501,Fort St. John NP Cultural Centre     ,Fort St. John NP Cultural Centre     ,56.246,-120.849,10      ,Fort St. John           ,10015 100TH AVENUE
105503,Doig River Cultural Centre           ,Doig River Cultural Centre           ,56.578,-120.498,10      ,Doig River              ,4356 Doig Road
105504,Fort St John Key Learning Centre     ,Fort St John Key Learning Centre     ,56.245,-120.856,10      ,Fort St John            ,10511 99 Avenue
106701,Crofton Substation                   ,Crofton Substation                   ,48.875,-123.650,10      ,Crofton                 ,
106702,Crofton Georgia Heights              ,Crofton Georgia Heights              ,48.838,-123.655,10      ,Crofton                 ,
106800,Ucluelet Amphitrite Point            ,Ucluelet Amphitrite Point            ,48.922,-125.541,10      ,Ucluelet                ,
106900,Vanderhoof                           ,Vanderhoof                           ,54.016,-124.006,10      ,Vanderhoof              ,
107000,Rumble Beach Hospital                ,Rumble Beach Hospital                ,50.426,-127.488,10      ,Rumble Beach            ,
107001,Port Alice Lake Road                 ,Port Alice Lake Road                 ,50.367,-127.433,10      ,Port Alice              ,
107100,Courtenay Elementary School          ,Courtenay Elementary School          ,49.683,-124.996,10      ,Courtenay               ,
107200,Strathnaver Pellet Plant             ,Strathnaver Pellet Plant             ,53.307,-122.533,10      ,Strathnaver             ,
119004,Steele Street Station                ,Steele Street Station                ,60.720,-135.059,11      ,Whitehorse              ,401 Steele Street
129003,Yellowknife                          ,Yellowknife                          ,62.452,-114.364,12      ,Yellowknife             ,49th St and 52nd Ave
129203,Inuvik                               ,Inuvik                               ,68.357,-133.714,12      ,Inuvik                  ,Bompas Street
129501,Snare Rapids                         ,Snare Rapids                         ,63.509,-116.008,12      ,Snare Rapids            ,SNARE RAPIDS
129601,Fort Smith                           ,Fort Smith                           ,60.004,-111.893,12      ,Fort Smith              ,95 Conibear Cres.
129602,Wood Buffalo                         ,Wood Buffalo                         ,60.147,-113.638,12      ,                        ,
129303,Waterlab                             ,Waterlab                             ,63.752,-68.522 ,13      ,Iqaluit                 ,Building 959 C
129998,Arviat                               ,Arviat                               ,61.108,-94.058 ,13      ,Arviat                  ,
129999,Kugluktuk                            ,Kugluktuk                            ,67.827,-115.093,13      ,Kugluktuk               ,
